time,position
1.527054108216e-05,6.563739441802e-05
1.531062124248e-05,6.594914190955e-05
1.535070140281e-05,6.625721438922e-05
1.539078156313e-05,6.656160615854e-05
1.543086172345e-05,6.686231201612e-05
1.547094188377e-05,6.715932726136e-05
1.551102204409e-05,6.745264769821e-05
1.555110220441e-05,6.774226963886e-05
1.559118236473e-05,6.802818990749e-05
1.563126252505e-05,6.831040584398e-05
1.567134268537e-05,6.858891530763e-05
1.571142284569e-05,6.886371668090e-05
1.575150300601e-05,6.913480887312e-05
1.579158316633e-05,6.940219132421e-05
1.583166332665e-05,6.966586400842e-05
1.587174348697e-05,6.992582743805e-05
1.591182364729e-05,7.018208266713e-05
1.595190380762e-05,7.043463129524e-05
1.599198396794e-05,7.068347547112e-05
1.603206412826e-05,7.092861789647e-05
1.607214428858e-05,7.117006182966e-05
1.611222444890e-05,7.140781108943e-05
1.615230460922e-05,7.164187005864e-05
1.619238476954e-05,7.187224368796e-05
1.623246492986e-05,7.209893749965e-05
1.627254509018e-05,7.232195759121e-05
1.631262525050e-05,7.254131063918e-05
1.635270541082e-05,7.275700390280e-05
1.639278557114e-05,7.296904522775e-05
1.643286573146e-05,7.317744304992e-05
1.647294589178e-05,7.338220639907e-05
1.651302605210e-05,7.358334490257e-05
1.655310621242e-05,7.378086878916e-05
1.659318637275e-05,7.397478889264e-05
1.663326653307e-05,7.416511665557e-05
1.667334669339e-05,7.435186413307e-05
1.671342685371e-05,7.453504399646e-05
1.675350701403e-05,7.471466953703e-05
1.679358717435e-05,7.489075466978e-05
1.683366733467e-05,7.506331393708e-05
1.687374749499e-05,7.523236251245e-05
1.691382765531e-05,7.539791620425e-05
1.695390781563e-05,7.555999145945e-05
1.699398797595e-05,7.571860536729e-05
1.703406813627e-05,7.587377566304e-05
1.707414829659e-05,7.602552073173e-05
1.711422845691e-05,7.617385961186e-05
1.715430861723e-05,7.631881199910e-05
1.719438877756e-05,7.646039825009e-05
1.723446893788e-05,7.659863938605e-05
1.727454909820e-05,7.673355709662e-05
1.731462925852e-05,7.686517374350e-05
1.735470941884e-05,7.699351236421e-05
1.739478957916e-05,7.711859667581e-05
1.743486973948e-05,7.724045107860e-05
1.747494989980e-05,7.735910065990e-05
1.751503006012e-05,7.747457119770e-05
1.755511022044e-05,7.758688916444e-05
1.759519038076e-05,7.769608173071e-05
1.763527054108e-05,7.780217676897e-05
1.767535070140e-05,7.790520285730e-05
1.771543086172e-05,7.800518928308e-05
1.775551102204e-05,7.810216604676e-05
1.779559118236e-05,7.819616386554e-05
1.783567134269e-05,7.828721417712e-05
1.787575150301e-05,7.837534914344e-05
1.791583166333e-05,7.846060165435e-05
1.795591182365e-05,7.854300533138e-05
1.799599198397e-05,7.862259453145e-05
1.803607214429e-05,7.869940435059e-05
1.807615230461e-05,7.877347062767e-05
1.811623246493e-05,7.884482994811e-05
1.815631262525e-05,7.891351964761e-05
1.819639278557e-05,7.897957781589e-05
1.823647294589e-05,7.904304330040e-05
1.827655310621e-05,7.910395571002e-05
1.831663326653e-05,7.916235541882e-05
1.835671342685e-05,7.921828356979e-05
1.839679358717e-05,7.927178207850e-05
1.843687374749e-05,7.932289363691e-05
1.847695390782e-05,7.937166171703e-05
1.851703406814e-05,7.941813057466e-05
1.855711422846e-05,7.946234525313e-05
1.859719438878e-05,7.950435158699e-05
1.863727454910e-05,7.954419620579e-05
1.867735470942e-05,7.958192653772e-05
1.871743486974e-05,7.961759081343e-05
1.875751503006e-05,7.965123806967e-05
1.879759519038e-05,7.968291815306e-05
1.883767535070e-05,7.971268172381e-05
1.887775551102e-05,7.974058025942e-05
1.891783567134e-05,7.976666605843e-05
1.895791583166e-05,7.979099224413e-05
1.899799599198e-05,7.981361276828e-05
1.903807615230e-05,7.983458241484e-05
1.907815631263e-05,7.985395680370e-05
1.911823647295e-05,7.987179239439e-05
1.915831663327e-05,7.988814648981e-05
1.919839679359e-05,7.990307723996e-05
1.923847695391e-05,7.991664364565e-05
1.927855711423e-05,7.992890556223e-05
1.931863727455e-05,7.993992370332e-05
1.935871743487e-05,7.994975964451e-05
1.939879759519e-05,7.995847582712e-05
1.943887775551e-05,7.996613556190e-05
1.947895791583e-05,7.997280303274e-05
1.951903807615e-05,7.997854330044e-05
1.955911823647e-05,7.998342230638e-05
1.959919839679e-05,7.998750687629e-05
1.963927855711e-05,7.999086472393e-05
1.967935871743e-05,7.999356445484e-05
1.971943887776e-05,7.999567557006e-05
1.975951903808e-05,7.999726846987e-05
1.979959919840e-05,7.999841445747e-05
1.983967935872e-05,7.999918574274e-05
1.987975951904e-05,7.999965544595e-05
1.991983967936e-05,7.999989760148e-05
1.995991983968e-05,7.999998716157e-05
2.000000000000e-05,8.000000000000e-05
